sentence,label
Mene kia qusor kia he salman g jo mjh se bat nai kerte reply nai kerte,1
un 4 games me se ek aad hi khelne layak hote aur baki hm dhundte reh jate the :-p,0
good luck to my brother from another mother @someUSER in his fight tomorrow at #ufcengland on fuel tv here in the states . #warkingsbu #asu,2
"aapka jawab nahi janab :-d kya din the vo bhi , scooter pe bich main baithne ka jo maja hota tha , vo shayad kisi mehngi gadi main bi na mile :)",2
Namaste Bhai jaan . aap sirf bhai jaan hi nahi aap to hum sab ka jaan hey . aur mera Bhagwan hay sir . Jay Bajrang Bali ..........,2
Gm bhyyA,1
Lab me items ka rs sai hai ya nqi,1
capello says time for russia to win big match: russia manager fabio capello on thursday said that he intended to . . . http/URL,1
hm dono k bich mei na bol,2
#garbagebin kohli ki wicket k pichey q pare ho bhaisaahab ! ! ! ! ! ! ! ! ! !,1
Usko Bata de phid,0
per mummy hamesha list bana k rakhti hain . . . isse match wale din hi sare kaam karane hai . .,1
"spain summons argentine ambassador in oil dispute - spain warned argentina on friday it risks becoming "" an . . . http/URL",0
dude those were the days of my life . . . . . . .,2
admin ..... really jealous from modi ......... He is the lion ...... He got brave heart ...... He got personality ....... He got character ...... He is fearless ..... He is the next PM ........... -D,1
koi meri maggi 2 min me paka do hmesa 3 min se jada hi lagta hai,1
dil chota mat kar yaar . degree ki value hoti hai . iski value nahi hoti ki kaha se li hai . no degree contains the college's name . bas university ka naam hota hai . and at the end teri knowledge hi tujhe aage leke jayegi . . so smile :),2
"saeed: #nowplaying: bep , ricky martin and kt tunstall ! great songs to get you through your sunday ! hate the rain ! ! http/URL",2
@someUSER ya but my dad is most likely taking it to san fran tomorrow :/,1
mera bharat mahaan padhega India tabhi to aage badhega India,2
are sale sb fix h yr,0
Done hai,2
inter nit gaya hua tha,1
enjoyed the flotus today in fl ! @someUSER u r brilliant . . . simply put ! glad i voted saturday #obama2012 #duval http/URL,2
Best acter.....salman khan,2
bhai Mujhe Apna twitter account password de doo pls :p :p :p :p :p :p,1
looking forward to watching the mother of all battles.it's final before the final.go team india.give your best.#indvspak#indwins,2
dilli ne dil khol kar vote diya ..... #thankyoudelhi #5saalkejriwal #kiskidilli #feb10witharnab #aapsweep #aapkidilli #aapstorm,2
acha hua gf ne chhod diya . . . ab tera waqt kuch useful kaamo mein lagega . . . .,2
Are bhai nokia ka wireless charging wala ph . Lo or is samasya se chutkara pao,0
does anyone want to trade a playstation vita for a ipod touch 4th generation 32 gigabyte ? : http/URL,1
Anyways,1
great comment anna hajare,2
Bhai 2 minute,1
"#delhidecides to say ""hair"" instead of ""here""",1
@someUSER commentator says porto dominated 1st half &amp; looks that way again in the 2nd,1
"are wada chodiye sahab aapne to kasam khaaye thi . . . ki congress ka kabhi saath nahi lenge . . . . now i have got confused . . . ki "" wada "" bada hota hai ki "" kasam "" . . . .",0
modi ji kese ho ap.. videsh me apka dheyan rakha ja raha hai na sir.. sir ap please jaldi se ajao fir maan ki baat karna I'm waiting for it sir.. take care sir,1
Nhi hota ??,1
Wo bag aa gaya tere paas ??,1
Hum iske baap hai,0
khujliwaal paagal h . . . . .,0
pehle mai musalman hun bad mai bhai ka frnz hunn frenz hai bhajrangi movie flop hogi dekh lena,0
Acha,2
"en plein visionnage de "" shut up and play the hits ! "" james murphy est mon dieu . . .",1
"india ka log ka vote ka valu delhi me samach ayyena.india me avo modiji,idhar bhahuth problams he solve karne ka",0
uae is going on well against india.a good 4th wicket partnership. hope india breaks the partnership soon #indvsuae #cwc15 @starsportsindia,2
Last replyyyyy plzz plzzz plzzzz,1
jai jind .,2
abke schools me to cod aur gta chlega,1
india ko world cup main harana mushkil hi nahi naamumkin hai . . .,2
guddu tu to alien lag raha hai yar,1
"Bhai aap toh bolly wood ke badshah ho """"""""""aur aap humare dil k kareb ho love u bhai jaan",2
"@aajtak mujh se mat poochh mere dil ki kahani humdum, is may kuch parda nashino ke bhi naam aate hai. #unionbudget2015 #mazboor_minister",0
salu bhi i your biggest fan jai bajrangi bhaijaan,2
ye kaam to mujhe abhi bhi apne bete ke liye karna padta hai . . kal hi uske school ke liye ek model banaya hai . .,1
hahaha bchpan m aisi notanky bdi ki hai,1
Magar ap bata he nhe raha ha,1
"afridi jese out ho rahe the pichhle 10-12 saal se,aaj bhi wese out ho gaye#akther#cantbeatindia#indvspak",0
@gurmeetramrahim #msgrevolution #msgyouthicon today watch movie 3rd time . every time whenever see movie happiness increases,2
Present me rahete hi,2
watched the 1st season of scandal and all i can say is olivia pope is a bad girl ! ! ! ! ! ! got season 2 on dvr . . . . . . . .,0
bhai ap bhi hamare desh ke mantriyo ki tarah late aaoge kya,0
Film se fursat nahi roza ka khak rakhe ge salman bhai,0
e hm ko ghamandi lagti hai i don't like frah khan,0
bhai hm log wait kar rae h,1
"@gurmeetramrahim #msgincinemas congratulations everyone, beginning of new era begins 0:00 hrs on 16.01.2015-release of revolutionary movie",2
@timesnow #aapstorm. where is nirmala now after spouting venoms on ak?,0
Sir ab bihar me lalu nitish ka supda saf kro,1
@gurmeetramrahim #msg3successfulweeks love u soooo much pitiii nd miss you sooo much!!! http://t.co/qzl2x9q70q,1
jennifer aniston &amp; drew barrymore: fill in the blank ! : at the 2012 lacma art + film gala on sat . . . http/URL #hollywood #news,1
@thecodinghulk @sneha11233 @bboindia yaa a.. i veryy lovee amir khan style. i wonder to watch pk movie,2
bhai maine to download karke rakh diya ki baad me padhunga . . . aur ab padha . . to laga comment karna ti banta hai . . . sach me rula diya faisal bhai,2
"#Sallu_bhai mere ko prsnly msg kr do ek baar... Bhai #kuchh_khas hai aap ke lye, whatsapp 8083503086",1
vo sb thk h . . . . phle koi ye btao k ye match cherapunji jaisi jagah kyu rakha h bc : @,0
yaar guddu . . . bhai aaj office hai,2
4:02 IST where r u??? mein yaha tu wahaa...zindegi hai kaha??,1
Apne glat kiya humlogo k sath,0
Proposal ese hj dekhte hain,1
aravind u shd also tell where r u goin to raise the money for all these 70 promises,1
if you love to dance i hope to see you supporting this event . saturday . all info on the flyer ! http/URL,2
20 rupees deposit kar ke rent per comics . . . . he he he,2
2 . bharat ko swacch karne ke liye pm modi khud safayi karke swkchhta abhiyan chalaya,2
rt @mannat088: @gurmeetramrahim #msgincinemas wowww duniya bhar de lok malka msg de diwane..lov u piti aasi v ja rhe aa g kl nu chadigarh.,1
ohhhh hooooo blind bhakt . .,0
or bhi bahut kuch free,2
"sag for life: stacey , april , gabriel irieapril #mrandmrscheek happy wedding day gabe ! @ north star ballroom http/URL",2
bathroom me ek boy ne ladki ko har jagah touch kiya poore badan me kiss kiya guess who was dat boy . . . . ? . . . . . . it was lifeboy . . . . . .,2
@vishaldadlani galt kaam ko rokna hamesha aam aadmi ki duty rahi hai .sir ji.delhi main bhi galt nahin hone denge,2
now elections are over... get on the real issues... where is janlokpal... you can pass the bill this majority if serious to do so. #aapsweep,2
jet lie busted..niti ayog powers dampened/reduced..states rights on finance to continue as per 12th plan.#landacquisitionbill,1
exotic beauty of is http://t.co/zxwekkcscm #railbudget2015 #celebtrains #prabhukirail #spidermanquiz #slvban @labnolasia @labnol_asia,1
Auno Bhojani teri amma ki chodu replay kaiku kara sale,1
I am from IIT and yahan bhi hostels+en_suffix mein chori hoti hai ...!,0
Salman mere jaan muuuhhhhhhaaa,2
300 is superb within conditions.. game on guys #indvspak,2
they can drink cow's piss that is worship of god but they can not eat beef #beefban,0
Kya??,0
kya talent tha yrr,2
L0ve y0urself spread l0ve ..... it will make ppl fall in l0ve wid u .. *,1
@sagarikaghose @bdutt rahul baba come back 2 old ladies missing you! #rahulonleave #rahulgandhi,1
Movie dekh ke..aansu aagya yar..Very good movie,2
school k laddu yad aa gae :d,1
yae guddu tom bilkul tera hae kash wo school kae din phir aa jaeyeeeeeeee,2
Eid ki party kahape milu bhai,1
aapka har andaz hi anokha hai janaab,2
Acha thk h,1
"so plan for tomorrow , morning jits with frankie and tom , open mat drilling and specific train with my great friends then pho",1
meraa paarsal miila,1
Arrrey kmaal krtey ho Hm sb wait kr rhey h,1
pm modi kisi ka mazak nahi uda rahe hai . . . . . . . we to sachhae baya kar rahe hai . . . . . . jai hind . jai bharat .,2
yes i can call it commitment because they are signing yet . national signing day for nba is july 11th .,1
nice bhai mai jarur aaunga,2
hahahaha spanish people and nadal's box all smiling after the break in the 5th set hahahahahaha #rewatchingaofinal,2
kamal krte ho panday ji sb fan ko itna wait kra rhe ho,1
Abi uthi,1
awsome trailer <3,2
Salaam bhai aap ye accha kaam nahi karre,0
#rahulgandhi ab ganja bhi maare . . dum ka bum kheech ke bhoolenge se saare gum #rahulonleave,0
sala salman tare aukat kya hai hmm chutya gandu ..........ek waqt ki namaz padhta hai kya .........aur abhi tak kuwara hai bhadwa sala,0
yeh sahi naheen banaya aapne guddu bhai . aapko mafi mangni chahiye . aapke kaee ladkiyan bhi fan ho chuki hain aur yeh behudi harkat kee aapne . . .,0
"if one more commentator references how "" smart "" the dook players are , i may just turn this mess off . #overratededucation #dook",0
Ok bhai mai aap se bat karunga bahut important bat hai,1
Are mam. Main bhi apko Dp roj dekh ta hu,2
faisal whatsapp per bhi grp banao hum mumbai wale bhi mobile pe maza le gags ka,2
"hamare zamaane main bas question different hota tha - "" sachin kitne pe hai ? "" :-/ kya din the woh . . sighhh ! ! ! !",2
hahaha bichare kutiyo . . . le lo apne phatake . . . tumhare paas dunia ka best batsman he to hamare paas dunia ka best captain n wicket keeper he :d,2
luv u bhai waiting____,1
"clt20 i am willing to bat at any number , says rahane - mumbai: ajinkya rahane on thursday insisted he does not have . . . http/URL",1
garbage bin guddu bhai thand ke mausam mein dusro ke ghar ki bell baja kar bhage nahi kya ? agar bhage to dikhao bhai :),2
mummy tea mein masala daal dena is cnfsr ne paka diya . . . #boaring,0
idhar chala m udhar jane kaha m kidhar chala are fisal gaya ye tune kya kea ),1
wt hapen ab mt bolna 5bje krenge bat,0
-_- mei b kho gaya tha,2
Salman gadi aaram se chlana ab wrna jai..l,1
preseason ! basketball ! #kubball mt @someUSER cole aldrich will start in place of kendrick perkins against the rockets tomorrow night .,2
Code dkh ra hu,0
I cant wait plze cmon mve fast bhaijaan,1
Bhai jaan ko salaam,2
only kejriwal for dehli cm not chachi420 chaplus maukaprast bedi,0
i thought ramiz raja was pakistan's biggest dick until i saw mmd irfan #indvspak,0
bjp is taking congress's place. and congress is out the game #aapkidilli #aapstorm #delhidecides,1
oh yay ! my mom just told me that my grammy is coming tomorrow ! ! ! ! woot woot ! #loveher,2
Tu kaam karega ki nhi ?,1
yesssssssssss! power hungry opportunist kiran bedi lost #delhidecides,0
"tusshar kapoor, ekta kapoor, farah khan and vidya http://t.co/v4o4bxgox1 #indvsuae #superbudget #unionbudget2015 #ausvnz #sabkabudget",1
Corruption .. still i read somewhere that he can contest elections after 6 years . wtf,0
think pavilion parade started @imraina #indvssa #wewontgiveitback,1
come check out the montanari bros east coast cup october 20th in new haven ct ! i will be there ! i have some . . . http/URL,1
"yaar march mein rakhte to jarur aata , good luck for event",1
acha,1
so proud of @someUSER for the huge upset against maryland . time for us to do the same tomorrow night #godeacs,2
nahi baat karni hai toh abhi k abhi! nahi toh phir bajrangi bhaijaan ka trailer dekhne me busy hu :),1
"rt insan1preeti: rt sweetykasta: ""gurmeetramrahim #blockbustermsg movie dekhne ke baad sirf ek word hi nikalta h voh h ""wow""""",2
don't be surprised if we end up waiting until november 16th to find out who the next potus is . . . #ohioprovisionalballot http/URL,1
happy valentines day ? i thought stupid #valentine was on the 14th of feb .,0
Masti he mohl me chahi khumari he saarey thak ke beth gye per apni party jaari he @@FEELING HAPPY WITH THE SALMAAN@@ COMING SOON BAJRANGI BHAIJAN ON THIS @EID@@,2
rough idea aisa tha kuch . . . ! ! ! :),1
rahul gandhi ko #landacquisitionbill ka virodh karne ke samay bhagna @narendramodi ko is mudde pe samarthan dena hai ? #whereisrahul,2
haha true . . . . wo 4 games hi bar bar repeat hote the . .,0
"thandi ka , halwa ka , mummy ka , school ka . . . . sabka ka kahani bateyga re mera faisal . . . . jiyo mere cheethey . . .",2
Namsthe sir jai gurudhev,1
hum apni new movie bajrangi bhaijaan ki dil se dou krte hai ki vo is sal ki kuvh shandar movies me samil ho bhaijaan,2
Chlo new frndz bnate hn,1
anyone in year 12 or 13 that's gunna see the woman in black needs to give the money to mchale tomorrow ! spread the word please !,1
Ghazab,1
Hlo sir hm sb aapka wait kr rhe h,2
Bhaiya me bhi kuch karna chata hu pliZz 1 chans me Bhai,1
ab samajh aaya sirf ladke hi kyun fail hote hain,1
@rishibagree hahaahaaa this @gsurya is still alive? i wonder when these ppl will stop licking balls of rg @incindia. #rahulonleave,1
mai to hamesha ladkiya dekhne jaata tha chalk k bahaane,2
"i dont want to talk to no one tomorrow besides evelyn , additi , nathalie , paola &amp; destiny",0
Push kia abhi abhi,1
"school jaake parade /p . t . krna , fir vo cultural dance , speech aur last me sweet ceremony(bundi k ladoo) . . . , mst the vo din bhi . :)",2
pani is everywhere but whisky is rare! #shamitabh,1
@thyag1994 @ramana_95 listen to this song sannata from shamitabh. apdiye aasaiya kaadhula dhoodu vittu tune :p,1
Okkk,2
modi ji pakishtan ko muhtod jabab dena hoga,2
"november: my birthday month , election day , a weekend in san fran with @someUSER naples for thanksgiving , lots of friends &amp; family . yes .",2
kya owaisi rss jaise dharm ke thekedar kisano ki sudh lenge? jab kisan nahi rahenge to anaj kahaan se ayega? #landacquisitionbill,1
chahe kitni bhi games ho . . khelenge to mario aur contra hi . .,2
No.diziye whatsupp ka photo bej dete hai,1
"modi ji tumhe aise ghatiya baatein suit nhi karti . . . . . . . . . . 5 saal kejriwal , ,",0
kahungi ye hone wali bahu h,1
Eis or$en toc ???,0
desperation day (february 13th) the most well known day in all mens life .,0
rt harryinsan9: rt anamika843: #msgyouthicon gurmeetramrahim has made it possible to awake the sleeping 'humanity' within us all,2
bharatakke bapa randi magana illi raitaru sayakattaru,0
Jumme ki Shayam bhai k sath,1
@someUSER hello . may i ask how did you get on set of castle ?,1
#cwc15 #indvspak ab ye w. akram khud hi pak ke liye khele toh kuch ho sakta hai. bahar se ye aadmi chutiya paki team ka kya karega ? lol,0
You should have taken a naked or half naked pic of him and share it on his fb wall . ),0
"locals toh jaise taise, ac ho ya waise, chal jayengi,sadkon ka kya hoga janaab e aali? utar kar seedha gaddhon main #railbudget2015 #mumbai",2
"paper finished , cma's over , blake and miranda dominated , accounting hw got pushed to wednesday . going to bed happy :)",2
"new live sound webinar tomorrow at 10 pst with paul david hager (goo goo dolls , avril lavigne , devo) - register now at http/URL",1
