sentence,label,clean-sentence
shivani didi dekho aap model banati thi aise mere wo b ek din pehle .  .  .  .  .  . hahaha,1,shivani didi dekho aap model banati thi aise mere wo b ek din pehle . . . . . . hahaha
everyone is about how good pk movie is and i am here waiting for pocket money.,1,everyone is about how good pk movie is and i am here waiting for pocket money.
bhaiya h to sach bt bht bda h yr pdhte pdhte neck pain hone lgi ... ,1,bhaiya h to sach bt bht bda h yr pdhte pdhte neck pain hone lgi ...
Bhai mujhe aapke sath acting karni hai main bhai aapke ghar ka kaam bhi kar doonga bhai mujhko mumbai le chalo bhai bhai plz bhai,1,bhai mujhe aapke sath acting karni hai main bhai aapke ghar ka kaam bhi kar doonga bhai mujhko mumbai le chalo bhai bhai plz bhai
great job doods countinue .  . ,2,great job doods countinue . .
dalken with rbi single to rf scores cofield from second .  jags lead 11-3 with 2 out in the 9th .  troy pitching change coming up . ,1,dalken with rbi single to rf scores cofield from second . jags lead <NUM>-<NUM> with <NUM> out in the <NUM>th . troy pitching change coming up .
"@someUSER tf2 ,  maybe some day z ,  and some diablo iii 2nd playthru perhaps .  .  . and you ? ",1,"@someuser tf<NUM> , maybe some day z , and some diablo iii <NUM>nd playthru perhaps . . . and you ?"
love u bhai jii salman khan,2,love u bhai jii salman khan
@motorolaindia yeah. another wicket . and lord has taken a wicket. i repeat. #indiakamoto #indvspak,1,@motorolaindia yeah. another wicket . and lord has taken a wicket. i repeat. #indiakamoto #indvspak
@someUSER @someUSER yes these are the submissions to be considered by grammys .  in december they announce the actual nominees . ,1,@someuser @someuser yes these are the submissions to be considered by grammys . in december they announce the actual nominees .
to hum kya kare :p  .  .  .  chal dafa ho ab :(,0,to hum kya kare :p . . . chal dafa ho ab :(
modi ke maki chooooooooth me mera booooooooooolaaaaaaaaaaaaaaa,0,modi ke maki chooooooooth me mera booooooooooolaaaaaaaaaaaaaaa
Agar govt ek baar acche khase bhikahriyo ko Iphone free me bant de to ... India ki bahut saare log chutiya ban ne bach jayenge .. jo sirf naam ke karan phone kharidte h . . ,2,agar govt ek baar acche khase bhikahriyo ko iphone free me bant de to ... india ki bahut saare log chutiya ban ne bach jayenge .. jo sirf naam ke karan phone kharidte h . .
"Salman bhai kahan hooo ...... 6 baj gaye ab 1 ghanta gaya to iftar ka time hota please ek reply dedijiye,, please bhaijaan ........",1,"salman bhai kahan hooo ...... <NUM> baj gaye ab <NUM> ghanta gaya to iftar ka time hota please ek reply dedijiye,, please bhaijaan ........"
"bola hai admin  ,  aankhe kholo duites  ,  know the all facts",1,"bola hai admin , aankhe kholo duites , know the all facts"
App kise baat kar rahi ho,1,app kise baat kar rahi ho
"Incase the above is a true situation , my only advice is not to be ashamed of oneself . If you are that way so its fine , but you are no less than anyone . ",2,"incase the above is a true situation , my only advice is not to be ashamed of oneself . if you are that way so its fine , but you are no less than anyone ."
feku ka bhashan fail ho gaya,0,feku ka bhashan fail ho gaya
ek choti seat aage bhi hoti thi .  .  .  :p,1,ek choti seat aage bhi hoti thi . . . :p
kaha hai salman,1,kaha hai salman
guddu ab bada ho raha hai .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  aur nughty bhi .  .  .  ;),2,guddu ab bada ho raha hai . . . . . . . . . . . . . . . . . . . aur nughty bhi . . . ;)
. Salman bhai apni life khud Kharab kr rahe ho ase krke alla hafiz,0,. salman bhai apni life khud kharab kr rahe ho ase krke alla hafiz
udbilaao kaun sa naya character hain aaj ?  ? ,1,udbilaao kaun sa naya character hain aaj ? ?
Start kia hai ,1,start kia hai
@someUSER all i'm saying is we're playing 4 june not nov/dec .  getting the kinks out now cuz come june well be there mini lin,1,@someuser all i'm saying is we're playing <NUM> june not nov/dec . getting the kinks out now cuz come june well be there mini lin
kachua sir ko itni english aati hai ?  ?  :o,0,kachua sir ko itni english aati hai ? ? :o
chalk to kashmir hua karta ha tb .  dusre section wale maar kaat par utar aate the . ,1,chalk to kashmir hua karta ha tb . dusre section wale maar kaat par utar aate the .
"login karne ke baad aapke account me 150 ka free recharge add ho jayegaa .  .  ,   ! ",2,"login karne ke baad aapke account me <NUM> ka free recharge add ho jayegaa . . , !"
white arrows play the earl on october 9th with family of the year and the new cassettes .  don't miss this .  http/URL,1,white arrows play the earl on october <NUM>th with family of the year and the new cassettes . don't miss this . http/url
@someUSER i told you shane would get his 5th-star on rivals before signing day .  @someUSER,1,@someuser i told you shane would get his <NUM>th-star on rivals before signing day . @someuser
my sis won tickets for the jonas brothers concert @ fort canning on monday .  .  .  . ,2,my sis won tickets for the jonas brothers concert @ fort canning on monday . . . .
#bjp ko delhi election me support kiya. 3 follower ghat gaye. phir khayal aaya.. bjp ki arthi ko kandha dene gaye honge. #delhidecides #aap,0,#bjp ko delhi election me support kiya. <NUM> follower ghat gaye. phir khayal aaya.. bjp ki arthi ko kandha dene gaye honge. #delhidecides #aap
han yar kai baar kameene doston k wajah se saza milti thi .  .  .  .  .  :(,1,han yar kai baar kameene doston k wajah se saza milti thi . . . . . :(
Hi Bye😝😝😝 ,0,hi bye😝😝😝
Han ,1,han
acha hua gf ne chod diya ... ab tera wakt kuch useful kamo me lagega .... ,2,acha hua gf ne chod diya ... ab tera wakt kuch useful kamo me lagega ....
Ye sahi rahega ,1,ye sahi rahega
@tharun_yeluguri bayyaaa.. pk #komarampuli distributed suicide bcos of pk movie http://t.co/s1dzymvd,0,@tharun_yeluguri bayyaaa.. pk #komarampuli distributed suicide bcos of pk movie http://t.co/s<NUM>dzymvd
ha ha ha  .  .  .  mast h .  .  .  yhi exact sentence h esse better to ban hi nhi skta .  .  .  .  sabse mast expression guddu ko bahar fekne k tym uske face pe,1,ha ha ha . . . mast h . . . yhi exact sentence h esse better to ban hi nhi skta . . . . sabse mast expression guddu ko bahar fekne k tym uske face pe
"@someUSER good girl ,  i'll see you tomorrow ? ",2,"@someuser good girl , i'll see you tomorrow ?"
give me your number .. kam se kam 10 ko lekar aunga hang karne ,1,give me your number .. kam se kam <NUM> ko lekar aunga hang karne
@someUSER today is our chinese july 7th valentine's day i hope you will soon find you that she wishes you to be happy happy valentine's day,2,@someuser today is our chinese july <NUM>th valentine's day i hope you will soon find you that she wishes you to be happy happy valentine's day
yar maine socha tha ye page like kiya hain to du confession ayenge par yaha to bas ms ishita ke baare mein hi hain ... admin naam change kar de ... likh ishita confessions  p ,0,yar maine socha tha ye page like kiya hain to du confession ayenge par yaha to bas ms ishita ke baare mein hi hain ... admin naam change kar de ... likh ishita confessions p
l ki power ?  mujhe laga s ki power best thi :p,0,l ki power ? mujhe laga s ki power best thi :p
tinday khatam ho gaye kya is baar :p,1,tinday khatam ho gaye kya is baar :p
Yess... bhaaijaan... hum aapke sath hai hamesha.. kuch b ho... love u sir g..,2,yess... bhaaijaan... hum aapke sath hai hamesha.. kuch b ho... love u sir g..
bhai tune to aaj imagination k records tod diye .  .  .  . :d :d,0,bhai tune to aaj imagination k records tod diye . . . . :d :d
"ab bina anoriod mobile ke bhi paye free recharge , ",2,"ab bina anoriod mobile ke bhi paye free recharge ,"
Superhit 800 crores,2,superhit <NUM> crores
@someUSER is an official news that nash and thorton will play in davos ?  are they going to play on 29th match ?  can i buy tickets from italy ? ,1,@someuser is an official news that nash and thorton will play in davos ? are they going to play on <NUM>th match ? can i buy tickets from italy ?
Hell is waiting for the defaulters ..... Sex before marriage ! Awwwww ! These guys will never confess here his breakup and cheating in future ...! Good ...... ,0,hell is waiting for the defaulters ..... sex before marriage ! awwwww ! these guys will never confess here his breakup and cheating in future ...! good ......
mast yaar,1,mast yaar
"@someUSER relaxing ? u have a match with chelsea tomorrow . oh , i see . u don't wanna get owned by chelsea's youngsters like bale did . #shame #cfc",0,"@someuser relaxing ? u have a match with chelsea tomorrow . oh , i see . u don't wanna get owned by chelsea's youngsters like bale did . #shame #cfc"
best of luck bhai.. tum 4-6 bhale hi kam lagana par apni goti bacha k khelna @imraina #indvspak,2,best of luck bhai.. tum <NUM>-<NUM> bhale hi kam lagana par apni goti bacha k khelna @imraina #indvspak
who else is excited to see the boys on startalk tomorrow ?  ?  ? ,2,who else is excited to see the boys on startalk tomorrow ? ? ?
Ye bv film bohot hit hoga jaan,2,ye bv film bohot hit hoga jaan
Dekhat Toc ? ,1,dekhat toc ?
Han  yaar  kya  karein ,2,han yaar kya karein
lag to aise raha jaise guddu k papa machine gun lekar khade ho . :p,1,lag to aise raha jaise guddu k papa machine gun lekar khade ho . :p
@someUSER mid-feb at the moment .  i'm hoping it arrives before chinese new year ! ,1,@someuser mid-feb at the moment . i'm hoping it arrives before chinese new year !
bhaiyya iPhone kitne ka liya aapne ,1,bhaiyya iphone kitne ka liya aapne
sharma ji kya classy banaye hain :p,2,sharma ji kya classy banaye hain :p
Or Kuchni ,0,or kuchni
Sonya tum ladka ho ya ldki jaldi btao ek kam h tum se,1,sonya tum ladka ho ya ldki jaldi btao ek kam h tum se
salman bhai asslam alykum,2,salman bhai asslam alykum
mai salman ka frnd,2,mai salman ka frnd
tum logo ne apni koi duka chalani h toh market me rent pe le lo yaay .  .  salo bhikhari khi k,0,tum logo ne apni koi duka chalani h toh market me rent pe le lo yaay . . salo bhikhari khi k
"chalk sirf likhne k ne  ,  marne k kam b aati thi .  . ",2,"chalk sirf likhne k ne , marne k kam b aati thi . ."
delhi bedi ki,1,delhi bedi ki
bhai aisi english mein toh tera baap bhi nda mein select na ho sake  .  .   !  !  get a life man :-/,0,bhai aisi english mein toh tera baap bhi nda mein select na ho sake . . ! ! get a life man :-/
"One question people who know you are admin of DUC always ask - \ "" Aur bhai Page se koi ladki wadki pati ki nahi ? \ "" . . #OldMonk ",0,"one question people who know you are admin of duc always ask - \ "" aur bhai page se koi ladki wadki pati ki nahi ? \ "" . . #oldmonk"
BJP VIJAY hooooooooooooo,2,bjp vijay hooooooooooooo
Parse sirf 4ft me ate h ,1,parse sirf <NUM>ft me ate h
#ladsontour mon the boys  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  theres only 1 thing missin #banjoooooooooooooooooo how nooooooooo,1,#ladsontour mon the boys ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! theres only <NUM> thing missin #banjoooooooooooooooooo how nooooooooo
hehehe .  .  .  mai to aksar homework ghar pe bhul jati thi,1,hehehe . . . mai to aksar homework ghar pe bhul jati thi
guddu se bhi jyada dussht hai ye teacher .  .  .  . raman sir ko chhodna mat guddu .  .  . ,0,guddu se bhi jyada dussht hai ye teacher . . . . raman sir ko chhodna mat guddu . . .
harry redknapp 2nd favourite at 7/4 to be next blackburn boss !  !  venkys please make this happen !  !  !  !  #makeredknapparover,2,harry redknapp <NUM>nd favourite at <NUM>/<NUM> to be next blackburn boss ! ! venkys please make this happen ! ! ! ! #makeredknapparover
Salman kab aate hai kab jate hai kisi ko pta nhi chalta,1,salman kab aate hai kab jate hai kisi ko pta nhi chalta
"safe and sound at the hotel !  scotty passed out on the plane and had to get doctors and oxygen .  practice tomorrow ,  .  .  .  http/URL",2,"safe and sound at the hotel ! scotty passed out on the plane and had to get doctors and oxygen . practice tomorrow , . . . http/url"
Aide hi karte raho ,1,aide hi karte raho
dhawan is now in attack mode. that drop catch by amla. parnells rythem affected. sa need wkts. #indvssa #proteafire,1,dhawan is now in attack mode. that drop catch by amla. parnells rythem affected. sa need wkts. #indvssa #proteafire
saaaaaavdhan salman bhai ko bulane ka formula laaya hoon... sirf 51 rupe do or sallu bhai se baat karo.. baba ka prasaad lo.. sirf 51 rupe,1,saaaaaavdhan salman bhai ko bulane ka formula laaya hoon... sirf <NUM> rupe do or sallu bhai se baat karo.. baba ka prasaad lo.. sirf <NUM> rupe
"20rs .  to nahi mile ,  2  "" swaad ""  ki tophiyan jarur mil jaati thi :p",0,"<NUM>rs . to nahi mile , <NUM> "" swaad "" ki tophiyan jarur mil jaati thi :p"
"Salu bhai. Aap ka move jarur hit hogi bajrangi bali he na. ! Jis ke, saath bhagban hote hain hun ka koi kuch nehi kar sakta.!",2,"salu bhai. aap ka move jarur hit hogi bajrangi bali he na. ! jis ke, saath bhagban hote hain hun ka koi kuch nehi kar sakta.!"
ji internet ke paise na kate kuch aisa karwa do :-) :-) :-),2,ji internet ke paise na kate kuch aisa karwa do :-) :-) :-)
😑 ,1,😑
Happy new year 2016 ..  Stay happy ,2,happy new year <NUM> .. stay happy
"i haven't lost, bjp has lost/ krishnanagar is dirty/ havent paid a penny to be bjp's cm. bedi rocks! #milleniumbloopers #delhidecides",0,"i haven't lost, bjp has lost/ krishnanagar is dirty/ havent paid a penny to be bjp's cm. bedi rocks! #milleniumbloopers #delhidecides"
Randiko ban ko film kab release horaha hein,0,randiko ban ko film kab release horaha hein
"#rahulonleave rahul fb status ""onleave...feeling awesome"" 67 likes 3 comments #annareturns #oscars2015 #fruitfulstart",0,"#rahulonleave rahul fb status ""onleave...feeling awesome"" <NUM> likes <NUM> comments #annareturns #oscars<NUM> #fruitfulstart"
koi kuch bhe khe ap hit ho,2,koi kuch bhe khe ap hit ho
Churu Rajasthan ,1,churu rajasthan
Abbe .. Ek doc bhej rha hun English ka 12 angry men ka argument analysis h .. Usme modify kar lena ache se ,0,abbe .. ek doc bhej rha hun english ka <NUM> angry men ka argument analysis h .. usme modify kar lena ache se
annaa bhi kejriwal ka ustaad hai  !  kya kejriwal ne annaa se sikha hai jhutth bolna  !  dhokha dena  ! ,0,annaa bhi kejriwal ka ustaad hai ! kya kejriwal ne annaa se sikha hai jhutth bolna ! dhokha dena !
Mujhe do min de ,1,mujhe do min de
Okay sir ,1,okay sir
@namogr8 #aapsweep angoor khatte hein kya mere dost ?,1,@namogr<NUM> #aapsweep angoor khatte hein kya mere dost ?
Aap sabki madad karte he meri friend ki help kar dije pliz,1,aap sabki madad karte he meri friend ki help kar dije pliz
Han  ..  ðŸ˜œ ,1,han .. ðÿ˜œ
guddu to gay nikala .  .  .,1,guddu to gay nikala . . .
Salam malikkum bhai jaan,2,salam malikkum bhai jaan
already fixed by bb8 b'coz gautam gulati is best friend h arpita khan ka so !  ! ,0,already fixed by bb<NUM> b'coz gautam gulati is best friend h arpita khan ka so ! !
Ap ,1,ap
"mizzou commemorates its win over kentucky with a t-shirt .  no ,  really .  | dr .  saturday - yahoo !  sports http/URL #fb",2,"mizzou commemorates its win over kentucky with a t-shirt . no , really . | dr . saturday - yahoo ! sports http/url #fb"
